name;chrom;pos
IWB24385;12;58.7149
IWB24389;5;99.5625
IWB24404;18;0
IWB24419;19;85.271
IWB24457;9;30.7824
IWB24478;5;140.4536
IWB24489;3;80.1062
IWB24514;5;58.1629
IWB24520;2;56.4361
IWB24522;10;65.6341
IWB24537;10;112.7832
IWB24570;5;176.9058
IWB24571;7;118.8021
IWB24647;11;40.5836
IWB24648;19;82.0101
IWB24660;2;60.3274
IWB24662;8;58.6796
IWB24675;9;199.1825
IWB24676;9;199.1825
IWB24691;4;128.4957
IWB24757;13;117.3141
IWB24761;12;77.1116
IWB24765;16;24.9861
IWB24769;16;97.4005
IWB24795;20;82.9666
IWB24803;3;79.0579
IWB24834;9;30.7824
IWB24835;9;30.7824
IWB24856;11;60.2669
IWB24866;10;69.2841
IWB24867;10;69.2841
IWB24881;13;115.1838
IWB24882;13;115.1838
IWB24890;6;26.0571
IWB24903;20;91.4652
IWB24926;20;79.8344
IWB24936;7;35.2972
IWB24938;9;45.6718
IWB24955;6;65.9584
IWB24961;19;89.5537
IWB24968;5;141.8599
IWB24997;13;7.6826
IWB25025;19;111.373
IWB25055;9;18.9617
IWB25056;11;47.1849
IWB25060;16;27.3067
IWB25077;7;127.6688
IWB25091;13;77.1253
IWB25127;14;66.8512
IWB25128;2;83.5217
IWB25138;5;140.9621
IWB25161;3;1.9324
IWB25161;17;4.4217
IWB25183;12;9.4448
IWB25199;4;30.4116
IWB25207;11;41.3348
IWB25222;12;51.5132
IWB25294;9;135.0665
IWB25320;14;99.9055
IWB25336;10;110.3065
IWB25341;8;62.4863
IWB25350;3;86.8759
IWB25353;10;68.8944
IWB25408;10;100.9739
IWB25411;7;106.6018
IWB25421;13;66.115
IWB25431;7;176.0196
IWB25433;14;8.5648
IWB25483;8;27.2275
IWB25498;8;64.6636
IWB25501;19;45.0661
IWB25505;7;73.6524
IWB25538;2;49.4034
IWB25544;9;206.3657
IWB25571;10;115.5658
IWB25592;6;43.0055
IWB25607;10;50.422
IWB25613;3;153.7458
IWB25614;12;131.5623
IWB25627;13;28.0981
IWB25639;12;76.1791
IWB25695;9;200.1279
IWB25712;14;46.7428
IWB25731;12;77.1116
IWB25749;10;116.0477
IWB25774;14;77.2617
IWB25787;10;95.7607
IWB25806;12;18.2036
IWB25807;12;18.2036
IWB25829;1;39.5077
IWB25830;1;39.5077
IWB25838;11;44.0378
IWB25841;9;179.4919
IWB25847;2;35.1109
IWB25868;9;150.2781
IWB25874;10;51.9055
IWB25892;12;158.348
IWB25895;5;137.1888
IWB25897;13;51.9167
IWB25913;13;56.7024
IWB25922;17;91.1644
IWB25936;12;109.7763
IWB25947;14;45.6627
IWB25978;10;109.351
IWB25986;13;41.9904
IWB26011;9;215.461
IWB26016;14;40.5996
IWB26021;15;91.5308
IWB26027;5;100.9123
IWB26040;6;40.095
IWB26051;12;18.2364
IWB26070;3;134.3902
IWB26079;3;108.6248
IWB26090;4;87.135
IWB26101;9;86.5953
IWB26115;4;58.6544
IWB26128;15;46.3931
IWB26130;12;77.1116
IWB26151;15;41.0665
IWB26155;4;6.887
IWB26170;16;23.3285
IWB26189;9;160.8893
IWB26192;8;29.4976
IWB26200;2;83.5217
IWB26230;14;49.714
IWB26233;9;48.5821
IWB26259;16;97.4005
IWB26265;5;142.4187
IWB26268;14;70.7471
IWB26271;10;73.7304
IWB26282;12;122.4461
IWB26291;15;91.5308
IWB26296;2;104.5724
IWB26301;9;212.6775
IWB26314;9;30.7824
IWB26339;11;32.5239
IWB26364;13;96.8647
IWB26366;17;85.281
IWB26384;4;23.4342
IWB26398;7;80.0918
IWB26402;16;21.7142
IWB26413;15;91.5308
IWB26414;6;2.1102
IWB26428;4;79.6629
IWB26483;2;113.4003
IWB26502;16;60.9627
IWB26538;16;73.2936
IWB26553;2;104.2978
IWB26566;1;75.547
IWB26568;12;18.2036
IWB26570;6;65.6016
IWB26591;8;56.4651
IWB26593;2;112.3918
IWB26631;9;112.4128
IWB26632;14;41.6418
IWB26647;5;127.7524
IWB26667;3;37.8017
IWB26668;3;37.8017
IWB26674;16;97.4005
IWB26708;1;83.623
IWB26711;5;116.602
IWB26719;12;167.345
IWB26735;9;119.3954
IWB26744;12;174.0209
IWB26765;1;111.9095
IWB26775;13;22.2473
IWB26780;7;177.6467
IWB26782;7;177.6467
IWB26792;9;55.4801
IWB26796;7;35.2972
IWB26805;15;44.4852
IWB26822;4;148.7955
IWB26829;1;84.5465
IWB26847;2;79.1288
IWB26848;16;60.9627
IWB26853;10;104.67
IWB26864;5;83.2701
IWB26869;12;9.8679
IWB26871;9;48.5821
IWB26874;2;60.3274
IWB26913;7;77.1026
IWB26914;9;271.4799
IWB26941;15;65.4795
IWB26950;8;29.2376
IWB26951;12;167.76
IWB26954;9;259.654
IWB26975;11;39.9915
IWB26984;15;20.9233
IWB26989;12;174.0209
IWB26991;10;54.2019
IWB26999;16;97.4005
IWB27000;9;270.4606
IWB27036;12;51.7145
IWB27052;1;55.0696
IWB27060;5;146.1167
IWB27078;3;119.392
IWB27098;1;78.2355
IWB27104;15;91.5308
IWB27109;14;6.1469
IWB27120;6;112.0682
IWB27151;13;8.0944
IWB27155;19;83.9261
IWB27168;20;72.5086
IWB27169;8;24.8738
IWB27177;10;22.0763
IWB27190;2;38.0359
IWB27236;5;125.4357
IWB27254;14;94.668
IWB27264;8;39.047
IWB27274;9;266.5309
IWB27289;7;168.621
IWB27297;5;59.8078
IWB27300;8;26.3872
IWB27309;2;111.9483
IWB27319;3;76.3929
IWB27326;11;29.9031
IWB27335;10;54.2019
IWB27363;10;120.67
IWB27367;14;8.9514
IWB27379;12;111.4031
IWB27391;9;64.5279
IWB27404;7;120.2437
IWB27423;20;71.707
IWB27445;6;96.2361
IWB27448;10;49.2151
IWB27449;15;61.1458
IWB27459;14;18.7176
IWB27473;9;245.6624
IWB27477;10;63.1197
IWB27480;6;33.9884
IWB27490;5;98.8468
IWB27524;12;62.3466
IWB27533;13;8.0944
IWB27547;8;114.7455
IWB27583;3;74.3974
IWB27602;21;58.1993
IWB27618;12;76.1791
IWB27629;1;49.0922
IWB27643;4;70.7782
IWB27647;3;100.9016
IWB27648;3;99.4744
IWB27651;12;97.9568
IWB27661;9;243.8561
IWB27677;11;22.3917
IWB27679;4;128.4957
IWB27692;14;53.4052
IWB27735;11;68.8255
IWB27775;9;205.5154
IWB27806;15;91.5308
IWB27819;12;19.9578
IWB27847;15;20.9233
IWB27852;8;19.5443
IWB27873;13;59.2859
IWB27893;15;45.4427
IWB27894;15;45.4427
IWB27904;10;93.2966
IWB27914;1;36.3112
IWB27935;7;38.2863
IWB27941;5;164.4056
IWB27956;10;107.197
IWB27978;6;65.1072
IWB27980;3;94.4034
IWB27984;14;6.1469
IWB27992;6;72.0802
IWB27994;13;68.2113
IWB28002;9;207.7707
IWB28062;7;165.8968
IWB28069;11;16.3825
IWB28071;4;19.7005
IWB28073;2;28.3685
IWB28132;20;78.3277
IWB28134;13;67.7618
IWB28150;10;93.2966
IWB28183;13;48.8006
IWB28214;9;206.3657
IWB28230;6;112.0682
IWB28231;6;112.0682
IWB28242;8;76.7105
IWB28268;13;58.8289
IWB28286;3;68.657
IWB28295;8;47.1015
IWB28335;8;8.152
IWB28337;9;160.8893
IWB28341;3;82.7711
IWB28355;1;44.3718
IWB28363;9;163.9052
IWB28375;9;226.8433
IWB28392;5;98.3382
IWB28418;1;105.1008
IWB28437;7;22.0475
IWB28462;15;91.5308
IWB28463;15;91.5308
IWB28466;5;11.8786
IWB28473;14;54.6293
IWB28481;10;5.3095
IWB28533;9;270.4606
IWB28541;12;9.4448
IWB28542;12;9.4448
IWB28546;6;109.9019
IWB28549;1;22.0781
IWB28550;1;51.7192
IWB28552;4;86.1172
IWB28559;6;35.6705
IWB28561;9;226.8433
IWB28572;16;40.1781
IWB28586;9;84.8417
IWB28591;9;178.0341
IWB28597;12;195.5728
IWB28598;12;195.5728
IWB28602;12;181.9663
IWB28606;5;61.7855
IWB28621;9;229.7695
IWB28622;1;25.3978
IWB28680;16;97.4005
IWB28681;9;270.4606
IWB28694;9;146.3802
IWB28695;9;146.3802
IWB28717;4;72.0006
IWB28722;9;163.9052
IWB28726;3;1.9324
IWB28730;12;14.5842
IWB28735;14;64.6115
IWB28753;20;90.003
IWB28762;5;125.4357
IWB28771;11;14.8474
IWB28807;9;160.8893
IWB28820;8;92.0397
IWB28824;1;28.7636
IWB28825;10;43.0925
IWB28838;20;2.9689
IWB28841;3;152.1796
IWB28897;18;48.4541
IWB28901;12;76.1791
IWB28919;8;8.152
IWB28925;12;75.53
IWB28927;9;245.6624
IWB28928;2;114.7202
IWB28943;10;37.301
IWB28962;9;203.6245
IWB28975;13;46.9838
IWB29005;12;149.959
IWB29008;21;106.7628
IWB29010;15;68.1605
IWB29011;15;68.1605
IWB29014;6;40.095
IWB29029;15;91.5308
IWB29033;10;93.2966
IWB29042;12;126.0079
IWB29056;20;72.5086
IWB29059;10;9.0895
IWB29066;4;131.4636
IWB29066;21;9.4486
IWB29073;13;56.7024
IWB29111;2;58.1837
IWB29139;3;72.926
IWB29151;8;79.1153
IWB29159;8;29.5812
IWB29181;12;76.1791
IWB29196;9;214.3677
IWB29205;12;108.8971
IWB29212;16;97.4005
IWB29245;14;73.1119
IWB29246;14;73.1119
IWB29249;21;106.7628
IWB29264;13;66.6702
IWB29268;14;60.6057
IWB29275;8;8.152
IWB29289;3;53.7598
IWB29292;8;25.4634
IWB29313;7;163.2257
IWB29338;2;114.7202
IWB29347;8;37.0043
IWB29359;19;62.8056
IWB29365;7;24.9147
IWB29381;5;104.0327
IWB29385;2;19.3558
IWB29386;13;78.6928
IWB29387;8;114.2998
IWB29391;9;112.323
IWB29394;12;166.8069
IWB29397;12;130.3668
IWB29412;12;132.7578
IWB29430;8;58.0946
IWB29431;5;54.9295
IWB29432;16;60.9627
IWB29438;4;74.7259
IWB29442;12;114.5418
IWB29466;10;12.2283
IWB29505;16;97.4005
IWB29508;8;8.152
IWB29541;13;0.744
IWB29542;13;0.744
IWB29555;7;118.3463
IWB29556;7;118.3463
IWB29572;3;112.7107
IWB29580;1;85.2135
IWB29582;12;40.2689
IWB29590;9;236.2608
IWB29591;9;236.2608
IWB29603;6;26.0571
IWB29609;15;91.5308
IWB29610;3;60.0054
IWB29629;12;59.9803
IWB29637;12;125.8395
IWB29648;11;59.5212
IWB29675;12;158.348
IWB29677;13;28.0981
IWB29704;9;46.3743
IWB29712;5;51.0557
IWB29717;7;76.138
IWB29718;10;79.3794
IWB29720;4;148.7955
IWB29731;12;76.1791
IWB29753;3;49.9645
IWB29791;2;58.453
IWB29816;10;124.6008
IWB29819;7;166.4904
IWB29821;2;56.0665
IWB29851;15;91.5308
IWB29877;7;159.3992
IWB29885;3;54.7008
IWB29889;13;15.8337
IWB29898;3;56.3806
IWB29900;8;27.0418
IWB29913;6;115.5751
IWB29940;13;56.7024
IWB29964;16;60.9627
IWB30029;16;60.9627
IWB30030;16;60.9627
IWB30037;10;22.0763
IWB30041;4;72.0006
IWB30047;16;74.944
IWB30068;12;76.1791
IWB30108;2;28.3685
IWB30117;8;24.8738
IWB30127;6;31.2206
IWB30129;6;96.2361
IWB30139;9;270.4606
IWB30143;7;172.4422
IWB30144;7;172.4422
IWB30173;8;51.3585
IWB30179;9;112.4128
IWB30198;7;172.4422
IWB30210;9;135.0665
IWB30221;9;271.3426
IWB30224;18;27.7487
IWB30231;10;83.2348
IWB30242;8;55.1838
IWB30273;9;135.0665
IWB30276;9;119.1999
IWB30283;12;164.6254
IWB30293;9;30.7824
IWB30317;18;27.6779
IWB30326;12;27.4183
IWB30332;9;180.3317
IWB30335;11;37.102
IWB30356;9;156.5001
IWB30386;16;18.1252
IWB30421;9;245.6624
IWB30440;19;66.66
IWB30453;12;61.4839
IWB30485;3;118.8363
IWB30504;13;85.7334
IWB30521;7;99.6324
IWB30544;14;49.5699
IWB30548;9;134.3799
IWB30556;2;35.1109
IWB30560;9;162.1622
IWB30584;9;50.8216
IWB30619;20;82.9666
IWB30630;10;94.449
IWB30698;5;33.6269
IWB30707;3;60.2643
IWB30756;9;144.4681
IWB30765;13;66.6853
IWB30782;9;149.75
IWB30795;4;128.4957
IWB30811;6;137.4016
IWB30824;14;39.8227
IWB30828;9;149.75
IWB30828;16;60.9627
IWB30858;2;55.5333
IWB30862;10;22.0763
IWB30881;16;97.4005
IWB30887;10;54.2019
IWB30927;16;97.4005
IWB30937;13;37.5825
IWB30960;7;49.9301
IWB30985;5;104.0327
IWB30985;6;139.4456
IWB31001;9;77.0088
IWB31010;7;54.9915
IWB31015;9;182.5131
IWB31024;6;137.4016
IWB31025;6;129.3122
IWB31036;2;115.7445
IWB31040;4;148.7955
IWB31050;6;81.1279
IWB31053;11;33.0886
IWB31083;12;108.8601
IWB31089;14;98.2531
IWB31092;5;99.3239
IWB31143;4;31.9574
IWB31149;10;124.6008
IWB31169;14;35.4228
IWB31174;8;95.8278
IWB31180;5;132.0092
IWB31190;10;9.0895
IWB31201;8;61.2236
IWB31241;14;73.1119
IWB31258;13;31.5693
IWB31265;3;74.5363
IWB31272;13;56.7024
IWB31272;14;77.5573
IWB31301;7;118.8021
IWB31302;11;19.5845
IWB31368;9;159.3153
IWB31372;6;142.876
IWB31387;16;97.4005
IWB31394;6;131.1064
IWB31404;12;45.2687
IWB31411;13;58.2774
IWB31427;13;63.2557
IWB31439;6;64.8268
IWB31479;6;26.0571
IWB31507;1;40.0824
IWB31533;13;35.5881
IWB31551;3;54.7008
IWB31560;8;16.7032
IWB34319;10;52.8064
IWB34320;5;147.6988
IWB34336;5;100.9877
IWB34345;4;30.4116
IWB34356;8;8.152
IWB34358;19;83.9261
IWB34362;3;84.7982
IWB34367;8;19.5443
IWB34371;5;92.3675
IWB34374;4;91.1779
IWB34375;6;72.0802
IWB34377;9;201.4114
IWB34379;3;107.0208
IWB34383;13;63.996
IWB34389;14;73.1119
IWB34392;6;115.5751
IWB34394;9;236.2608
IWB34395;6;88.4475
IWB34397;3;135.6658
IWB34407;2;53.7909
IWB34422;13;39.7694
IWB34425;8;64.6636
IWB34427;13;66.0206
IWB34428;2;55.5333
IWB34430;12;76.1791
IWB34432;13;31.3011
IWB34435;8;115.3444
IWB34438;9;173.3966
IWB34446;9;149.8028
IWB34448;8;16.485
IWB34449;10;103.1321
IWB34450;9;266.7474
IWB34451;10;34.5268
IWB34455;13;46.6325
IWB34468;14;3.7745
IWB34475;11;40.3862
IWB34481;7;78.6396
IWB34489;12;76.1791
IWB34490;9;112.7984
IWB34494;2;144.1711
IWB34496;1;52.1143
IWB34497;12;77.1116
IWB34498;5;57.4157
IWB34499;7;73.0164
IWB34512;13;60.5248
IWB34517;2;71.1985
IWB34521;12;61.4839
IWB34530;12;108.8971
IWB34532;19;44.9083
IWB34533;8;8.152
IWB34534;5;121.5243
IWB34540;5;83.2701
IWB34544;2;38.0359
IWB34550;12;146.9887
IWB34551;12;29.2301
IWB34554;3;149.2431
IWB34555;12;97.9568
IWB34564;9;93.6835
IWB34573;6;26.0571
IWB34577;4;0.9893
IWB34578;12;126.2832
IWB34579;4;128.4957
IWB34591;3;52.5789
IWB34593;2;27.2492
IWB34599;14;80.7066
IWB34600;1;78.7743
IWB34603;2;73.9968
IWB34604;11;59.5212
IWB34605;17;24.1401
IWB34607;8;39.047
IWB34609;4;144.9952
IWB34611;5;11.0185
IWB34614;15;91.5308
IWB34618;8;8.152
IWB34619;15;67.9832
IWB34625;8;51.3585
IWB34627;7;91.8045
IWB34634;14;47.5993
IWB34649;7;118.3463
IWB34652;8;103.8034
IWB34664;9;206.3657
IWB34669;4;58.6544
IWB34670;14;73.1119
IWB34673;9;65.6159
IWB34674;5;69.0496
IWB34676;16;24.5825
IWB34687;9;134.8658
IWB34688;12;30.7953
IWB34700;7;122.353
IWB34703;5;141.8599
IWB34717;14;36.446
IWB34721;4;58.6544
IWB34723;3;74.3974
IWB34727;5;63.2295
IWB34729;12;66.5083
IWB34730;10;95.7607
IWB34735;1;32.817
IWB34738;2;53.7909
IWB34748;14;35.4683
IWB34749;9;143.1741
IWB34759;4;16.1808
IWB34772;2;104.5724
IWB34775;8;37.0043
IWB34778;6;56.4317
IWB34781;19;18.656
IWB34784;5;92.2105
IWB34789;3;145.713
IWB34794;11;40.3862
IWB34797;10;104.6156
IWB34799;4;20.7278
IWB34800;5;172.5298
IWB34801;1;4.2945
IWB34803;10;29.7033
IWB34805;20;72.5086
IWB34806;7;106.6018
IWB34807;4;97.4086
IWB34808;12;40.2689
IWB34813;6;112.0682
IWB34819;6;85.6033
IWB34822;12;51.8459
IWB34827;10;68.7854
IWB34830;6;46.9864
IWB34834;14;39.8227
IWB34844;12;58.3945
IWB34852;6;83.0801
IWB34854;12;35.4376
IWB34858;16;33.6559
IWB34859;3;76.1971
IWB34863;3;65.9857
IWB34865;4;37.1275
IWB34871;9;111.0871
IWB34872;1;122.2995
IWB34873;11;31.5754
IWB34882;13;56.7024
IWB34890;17;4.4217
IWB34893;7;179.2154
IWB34893;14;70.7206
IWB34895;11;31.5754
IWB34898;10;90.8492
IWB34902;10;141.3802
IWB34905;15;62.3658
IWB34906;11;40.3862
IWB34914;6;83.0801
IWB34917;8;31.2385
IWB34918;12;109.7763
IWB34919;4;14.8776
IWB34920;15;43.9887
IWB34922;3;57.0563
IWB34927;5;146.801
IWB34928;14;73.1119
IWB34942;10;5.1042
IWB34948;14;108.0156
IWB34951;1;32.817
IWB34956;7;74.3785
IWB34960;12;162.7356
IWB34967;7;99.6324
IWB34969;5;51.0557
IWB34970;18;39.7757
IWB34974;10;48.4524
IWB34975;11;33.1435
IWB34977;7;60.0264
IWB34978;7;86.3562
IWB34979;20;71.707
IWB34985;6;64.8268
IWB34986;12;58.7149
IWB34987;3;62.544
IWB34989;9;151.2289
IWB34990;2;114.7202
IWB35000;5;91.9531
IWB35006;11;51.0887
IWB35009;9;116.0044
IWB35012;15;44.4852
IWB35013;9;145.4347
IWB35013;14;13.3209
IWB35016;3;107.0208
IWB35020;9;110.9128
IWB35023;1;55.1466
IWB35030;12;51.0982
IWB35031;12;75.912
IWB35039;1;58.3791
IWB35043;7;176.0196
IWB35044;11;63.3043
IWB35060;4;20.4805
IWB35064;14;39.6256
IWB35065;8;85.4614
IWB35069;10;39.7986
IWB35076;8;24.7113
IWB35079;3;48.2531
IWB35080;1;39.9182
IWB35085;6;85.6033
IWB35102;10;94.449
IWB35103;15;65.4795
IWB35108;8;74.0087
IWB35110;12;47.7459
IWB35121;6;72.0802
IWB35132;18;36.8122
IWB35136;7;78.4912
IWB35140;12;77.1116
IWB35143;1;107.6816
IWB35144;2;114.7202
IWB35146;7;171.5942
IWB35147;6;61.2588
IWB35150;7;42.7064
IWB35153;15;42.7333
IWB35158;9;110.9128
IWB35169;6;75.2915
IWB35178;7;72.5924
IWB35179;9;146.4752
IWB35180;6;82.759
IWB35182;4;25.7552
IWB35183;16;30.1174
IWB35193;20;86.2844
IWB35195;2;79.1288
IWB35200;9;187.4727
IWB35202;10;22.0763
IWB35204;8;14.9902
IWB35210;20;72.5086
IWB35213;10;114.0948
IWB35215;12;76.1791
IWB35223;20;82.9666
IWB35233;13;56.7024
IWB35235;10;46.5875
IWB35237;2;55.5333
IWB35239;8;26.3872
IWB35243;9;121.0275
IWB35245;6;115.1062
IWB35251;17;4.4217
IWB35252;12;76.1791
IWB35254;7;73.0164
IWB35262;12;77.1116
IWB35263;2;56.0665
IWB35265;6;115.5751
IWB35269;16;24.5825
IWB35278;7;168.621
IWB35284;17;85.6671
IWB35285;8;8.152
IWB35287;2;115.7445
IWB35290;12;176.5023
IWB35295;9;110.9128
IWB35297;1;40.5749
IWB35298;4;58.3976
IWB35308;1;46.7166
IWB35309;12;55.7488
IWB35312;12;90.9728
IWB35316;8;19.5443
IWB35324;12;4.6875
IWB35328;6;45.4318
IWB35329;8;63.4473
IWB35330;4;30.3545
IWB35332;8;24.8738
IWB35335;11;76.6549
IWB35337;1;40.2568
IWB35338;6;51.4414
IWB35340;8;78.3864
IWB35347;2;27.8986
IWB35348;15;65.4795
IWB35354;15;32.2078
IWB35361;14;24.6599
IWB35366;8;8.152
IWB35380;11;31.5754
IWB35382;15;67.9832
IWB35391;5;155.0948
IWB35393;9;180.3317
IWB35405;14;50.1574
IWB35406;8;14.9902
IWB35421;9;81.0811
IWB35454;5;133.5411
IWB35467;12;77.1116
IWB35468;6;122.5634
IWB35472;12;76.1791
IWB35484;3;91.0817
IWB35490;14;66.8512
IWB35491;20;51.3698
IWB35497;10;104.6156
IWB35506;5;140.1083
IWB35525;13;22.5079
IWB35530;6;85.6033
IWB35540;2;112.0222
IWB35547;14;85.7697
IWB35550;12;71.3108
IWB35551;11;61.7911
IWB35553;12;71.3108
IWB35555;13;42.0206
IWB35565;6;72.0802
IWB35569;13;39.913
IWB35571;9;135.0665
IWB35573;3;65.3984
IWB35578;3;86.8759
IWB35580;2;56.8163
IWB35586;5;130.088
IWB35588;3;56.3301
IWB35593;7;32.0377
IWB35594;16;97.4005
IWB35595;6;2.1102
IWB35599;8;19.5443
IWB35602;9;146.021
IWB35602;13;106.8439
IWB35608;10;55.5974
IWB35611;11;22.123
IWB35616;10;60.0102
IWB35645;20;47.9407
IWB35650;20;86.2844
IWB35659;7;112.7072
IWB35669;15;42.7333
IWB35687;10;83.3312
IWB35689;8;36.8325
IWB35700;10;68.8944
IWB35715;21;8.0814
IWB35726;8;59.1949
IWB35735;7;172.4422
IWB35745;1;88.1125
IWB35747;9;112.4128
IWB35750;6;62.9154
IWB35753;16;27.3067
IWB35764;8;24.8738
IWB35790;4;79.4632
IWB35811;8;58.0946
IWB35832;10;43.0925
IWB35847;8;95.7118
IWB35849;6;74.7716
IWB35863;5;150.8443
IWB35871;8;21.2945
IWB35883;1;39.2717
IWB35885;1;4.2945
IWB35886;6;94.1819
IWB35897;1;58.415
IWB35898;12;76.1791
IWB35901;19;50.2504
IWB35905;10;108.5632
IWB35908;10;68.7854
IWB35910;2;107.6769
IWB35913;12;57.6879
IWB35916;9;116.0044
IWB35923;6;45.4318
IWB35924;10;104.67
IWB35927;1;49.0922
IWB35929;6;96.2361
IWB35934;18;39.7757
IWB35937;10;37.2381
IWB35938;5;125.4357
IWB35941;14;15.3826
IWB35950;10;18.3844
IWB35955;1;53.3303
IWB35958;8;64.3108
IWB35960;8;32.2134
IWB35974;14;50.6538
IWB35975;13;63.996
IWB35982;8;19.5443
IWB35989;12;122.746
IWB35994;6;129.3122
IWB35998;16;38.7296
IWB36004;19;116.918
IWB36007;4;150.7028
IWB36009;9;226.8433
IWB36016;11;29.9744
IWB36018;14;95.7557
IWB36020;6;43.1227
IWB36023;11;29.9744
IWB36024;14;108.7773
IWB36028;2;102.4657
IWB36031;6;82.3257
IWB36035;17;101.7636
IWB36037;5;17.2529
IWB36039;10;60.1108
IWB36040;19;114.3634
IWB36041;9;143.5016
IWB36049;5;83.2199
IWB36051;15;37.584
IWB36059;10;84.1651
IWB36060;19;91.4547
IWB36066;14;60.1282
IWB36074;20;86.2844
IWB36076;1;64.0846
IWB36083;3;158.6841
IWB36084;1;32.4066
IWB36085;18;39.7757
IWB36087;1;84.9826
IWB36090;12;48.0253
IWB36097;2;38.0359
IWB36098;12;109.7763
IWB36100;6;82.2493
IWB36105;3;121.4759
IWB36107;12;128.9289
IWB36111;3;78.559
IWB36123;10;24.222
IWB36124;9;88.4492
IWB36140;9;163.9052
IWB36144;1;29.7334
IWB36146;13;59.2859
IWB36157;14;102.672
IWB36162;19;15.2149
IWB36192;1;52.3349
IWB36203;9;126.6896
IWB36216;20;74.5943
IWB36228;9;267.6823
IWB36235;11;19.5845
IWB36241;1;87.8098
IWB36247;12;143.9404
IWB36250;7;136.6256
IWB36259;1;33.9202
IWB36264;5;85.7877
IWB36268;8;93.9755
IWB36276;6;72.0802
IWB36285;14;66.4192
IWB36287;1;32.817
IWB36291;6;46.9864
IWB36300;9;21.9987
IWB36304;7;78.4064
IWB36305;19;15.3426
IWB36307;9;156.5001
IWB36313;9;276.1227
IWB36317;11;19.5845
IWB36327;9;226.8433
IWB36329;8;55.922
IWB36336;11;40.3862
IWB36344;8;58.0946
IWB36364;12;120.3961
IWB36366;12;93.1831
IWB36369;13;53.6127
IWB36375;11;40.3862
IWB36377;15;32.2078
IWB36379;11;55.3817
IWB36384;5;80.0807
IWB36396;10;52.8064
IWB36409;9;266.5309
IWB36423;13;65.6051
IWB36433;10;54.533
IWB36435;13;104.8873
IWB36445;6;136.4229
IWB36476;14;22.8749
IWB36511;10;57.9442
IWB36563;8;79.1153
IWB36565;13;69.8317
IWB36568;12;130.3668
IWB36571;17;102.4439
IWB36579;12;73.0568
IWB36584;2;87.6769
IWB36600;9;94.798
IWB36619;12;48.0253
IWB36629;7;73.0164
IWB36631;1;74.6593
IWB36646;13;56.3246
IWB36661;12;89.2679
IWB36671;5;102.9528
IWB36688;12;77.1116
IWB36690;12;38.5681
IWB36694;9;205.003
IWB36728;9;173.3966
IWB36732;8;66.0377
IWB36753;9;226.8433
IWB36766;19;91.4547
IWB36767;3;1.9324
IWB36771;12;180.9392
IWB36813;14;25.5012
IWB36821;2;87.6769
IWB36833;4;35.2868
IWB36834;4;128.4957
IWB36872;8;34.8642
IWB36880;10;71.1532
IWB36921;3;68.657
IWB36940;8;8.152
IWB36973;7;168.621
IWB37021;7;131.6066
IWB37055;13;66.8591
IWB37058;14;73.1119
IWB37063;5;142.5757
IWB37078;12;31.8552
IWB37134;7;78.4912
IWB37150;5;91.9531
IWB37183;4;0
IWB37190;9;149.75
IWB37219;3;1.9324
IWB37219;10;9.0895
IWB37296;1;98.1741
IWB37331;8;26.3872
IWB37345;14;49.714
IWB37440;7;91.8045
IWB37541;10;47.2706
IWB37548;5;99.8701
IWB37583;12;14.654
IWB37616;13;43.8601
IWB37657;4;98.3551
IWB37680;12;5.8378
IWB37690;12;71.8777
IWB37703;8;20.575
IWB37720;8;20.3335
IWB37750;10;73.7304
IWB37760;6;137.4016
IWB37798;12;45.3303
IWB37812;17;76.6582
IWB37830;12;45.2687
IWB37867;6;57.7162
IWB37892;12;38.5681
IWB37894;8;82.2025
IWB37933;12;45.2687
IWB38011;2;34.3981
IWB38031;11;44.7122
IWB38055;10;37.301
IWB38092;11;60.2669
IWB38095;6;43.4897
IWB38147;13;59.2859
IWB38172;1;74.5105
IWB38177;12;72.1366
IWB38178;12;72.3748
IWB38214;12;73.3937
IWB38237;12;101.7981
IWB38258;8;14.9902
IWB38274;7;81.2948
IWB38284;12;45.2687
IWB38293;9;146.1478
IWB38303;7;92.414
IWB38307;3;153.1016
IWB38353;15;22.1291
IWB38357;7;57.8641
IWB38368;8;14.9902
IWB38369;1;74.3258
IWB38394;8;20.3335
IWB38395;8;8.152
IWB38402;6;70.2758
IWB38412;2;83.5217
IWB38428;9;174.49
IWB38431;2;56.0665
IWB38447;3;84.7982
IWB38458;19;8.5053
IWB38469;6;65.9584
IWB38473;3;71.6061
IWB38489;14;98.2531
IWB38496;1;48.6509
IWB38502;10;109.5186
IWB38504;7;86.3562
IWB38504;10;49.3743
IWB38550;7;190.3081
IWB38566;14;60.6057
IWB38582;10;101.4935
IWB38584;14;39.8227
IWB38606;3;1.9324
IWB38609;3;68.657
IWB38622;10;56.1045
IWB38687;16;51.4064
IWB38693;8;47.7514
IWB38705;12;166.8726
IWB38709;7;172.8927
IWB38711;7;178.5847
IWB38719;5;135.8892
IWB38809;12;126.505
IWB38811;13;66.115
IWB38821;12;149.959
IWB38826;17;24.3331
IWB38836;14;76.5454
IWB38844;2;22.8247
IWB38847;10;68.7854
IWB38850;10;61.3722
IWB38877;1;37.4861
IWB38892;5;78.8627
IWB38901;14;36.446
